Date,Voucher,Party,Product,Qty,Rate
7/15/2017,3293,R.D .STORES,NO-00,2,145
7/15/2017,3294,SVSGS,14 GREEN,2000,1.62
7/15/2017,3295,MT,BLACK DOG-350ML,100,26
7/15/2017,3382,KESAVA PROVISIONS,CLASSIC 250ML,100,25
7/15/2017,3646,TP13,12*12 TIGER,10,135
7/15/2017,3646,TP13,"PINK PLATES -6""",40,6
7/15/2017,3646,TP13,"PINK PLATES-7""",40,7
7/15/2017,3646,TP13,500ML PLASTIC BOULS,200,3.6
7/15/2017,3646,TP13,CITIZEN M.W 10*12,5,130
7/15/2017,3646,TP13,HIGH COUNT 16*20,1,138
7/15/2017,3646,TP13,HIGH COUNT 16*20 BL,1,148
7/15/2017,4171,INAMADUGU-VENKAYYA,PAPER TEA,50,19
7/15/2017,4171,INAMADUGU-VENKAYYA,SILV-CONT-750ML(100,1,2450
7/17/2017,3276,CH.ANKAYYA-SYDAPURA,VISHNU 250ML,100,31
7/17/2017,3276,CH.ANKAYYA-SYDAPURA,BLACK DOG-350ML,100,26
7/17/2017,3276,CH.ANKAYYA-SYDAPURA,TIRUMALA-50(13*16),200,14
7/17/2017,3276,CH.ANKAYYA-SYDAPURA,CYCLE-BLU-10*12,360,7
7/17/2017,3276,CH.ANKAYYA-SYDAPURA,CYCLE-BLU-10*12,40,7
7/17/2017,3276,CH.ANKAYYA-SYDAPURA,4*5 MEET,100,16
7/17/2017,3276,CH.ANKAYYA-SYDAPURA,5*6 POLY,20,20
7/17/2017,3276,CH.ANKAYYA-SYDAPURA,NO-0,2,145
7/17/2017,3277,P.RAVI,CYCLE-BLU-10*12,360,7
7/17/2017,3277,P.RAVI,CYCLE-BLU-10*12,40,7
7/17/2017,3277,P.RAVI,TIRUMALA-50(13*16),200,14
7/17/2017,3277,P.RAVI,TIRUMALA-50(16*20),120,26.5
7/17/2017,3277,P.RAVI,10*10 MORE,10,137
7/17/2017,3277,P.RAVI,PAPER TEA-65ML(100),120,30
7/17/2017,3277,P.RAVI,PAPER TEA -65ML,120,30
7/17/2017,3278,KARIMULLA-BTTR,BLACK DOG-350ML,30,26
7/17/2017,3278,KARIMULLA-BTTR,VISHNU 300ML,50,29
7/17/2017,3278,KARIMULLA-BTTR,90ML RANGEELA,50,16
7/17/2017,3278,KARIMULLA-BTTR,4*5 MEET,20,16
7/17/2017,3278,KARIMULLA-BTTR,TIFFIN PLATES NO-8,30,14
7/17/2017,3278,KARIMULLA-BTTR,TIFFIN PLATENO-11,30,20
7/17/2017,3278,KARIMULLA-BTTR,10*10 RADHA KRISHNA,5,110
7/17/2017,3278,KARIMULLA-BTTR,10*12 KRISHNA-BK(10,20,9
7/17/2017,3278,KARIMULLA-BTTR,13*16 BK(100)KRISHN,50,18
7/17/2017,3279,VS-SPT,10*12 BK KRISHNA,250,7.8
7/17/2017,3279,VS-SPT,TIRUMALA-50B(10*12),210,8
7/17/2017,3279,VS-SPT,13*16 BK KRISHNA,70,14
7/17/2017,3279,VS-SPT,TIRUMALA-50(13*16),50,14.5
7/17/2017,3279,VS-SPT,TIRUMALA-50(16*20),10,26.5
7/17/2017,3279,VS-SPT,4*5 MEET,52,16
7/17/2017,3279,VS-SPT,14 GREEN,1000,1.62
7/17/2017,3279,VS-SPT,TIRUMALA LEAF(9),2,360
7/17/2017,3279,VS-SPT,10*10 SIVA SHEET,10,140
7/17/2017,3279,VS-SPT,BLACK DOG-350ML,100,26
7/17/2017,3279,VS-SPT,LOOSE KIRANA,8,145
7/17/2017,3280,INAMADUGU-VENKAYYA,APPLE WATER,200,22
7/17/2017,3280,INAMADUGU-VENKAYYA,BLACK DOG-350ML,100,26
7/17/2017,3281,SEKHAR MARKET,APPLE WATER,200,22
7/17/2017,3282,SEKHAR MARKET,TIRUMALA-50(13*16),200,14
7/17/2017,3283,SRI JYOTHI TRADERS,LITE FOAM(1200),15,1620
7/17/2017,3284,SOLANKI PLASTICS,LITE FOAM(1200),6,1680
7/17/2017,3284,SOLANKI PLASTICS,DONA-1100,4,1980
7/17/2017,3285,BALAJI PLASTICS,DONA-1100,5,1980
7/17/2017,3285,BALAJI PLASTICS,DONA-VAI-9100,3,1730
7/17/2017,3285,BALAJI PLASTICS,LITE FOAM(1200),6,1680
7/17/2017,3285,BALAJI PLASTICS,90ML RANGEELA,980,15
7/17/2017,3286,PAVAN KUMAR.R,10*10 SIVA SHEET,25,140
7/17/2017,3286,PAVAN KUMAR.R,90ML RANGEELA,140,15.5
7/17/2017,3286,PAVAN KUMAR.R,TIRUMALA-50(13*16),100,14.5
7/17/2017,3286,PAVAN KUMAR.R,CYCLE-BLU-10*12,120,7
7/17/2017,3286,PAVAN KUMAR.R,NO-00,3,150
7/17/2017,3286,PAVAN KUMAR.R,NO-1,2,150
7/17/2017,3287,TVR,GANGA 10*12 100W,500,7
7/17/2017,3287,TVR,10*12 RK,400,8.6
7/17/2017,3288,KARIMULLA-VGIRI,13*16 WHITE RK,500,16
7/17/2017,3288,KARIMULLA-VGIRI,TIRML-BL-KG-17*23,5,130
7/17/2017,3288,KARIMULLA-VGIRI,CYCLE-BK-13*16,250,13
7/17/2017,3288,KARIMULLA-VGIRI,CYCLE-BK-13*16,10,13
7/17/2017,3288,KARIMULLA-VGIRI,CYCLE-BK-10*12,360,7
7/17/2017,3288,KARIMULLA-VGIRI,CYCLE-BK-10*12,40,7
7/17/2017,3288,KARIMULLA-VGIRI,10*12 SARAS-NAT,300,8.6
7/17/2017,3289,K.SRIHARI,LOOSE ITEMS,1,15000
7/17/2017,3298,SARNESWARA TRADERS,LITE FOAM(1200),5,1680
7/17/2017,3298,SARNESWARA TRADERS,DONA-1100,5,1980
7/17/2017,3298,SARNESWARA TRADERS,DONA-VAI-9100,5,1730
7/17/2017,3299,SALESMAN SURESH,VISHNU 250ML,100,31
7/17/2017,3299,SALESMAN SURESH,BLACK DOG-350ML,100,26
7/17/2017,3300,SB.ENTERPRISES,CLASSIC 300ML,200,26
7/17/2017,3300,SB.ENTERPRISES,APPLE 300ML,200,29
7/17/2017,3301,BSM-VGIRI,BLACK DOG-350ML,100,26
7/17/2017,3301,BSM-VGIRI,VISHNU 250ML,100,31
7/17/2017,3302,K.SRIHARI,VISHNU 250ML,300,30
7/17/2017,3303,SUNDHA PLASTICS,LITE FOAM(1200),15,1620
7/17/2017,3303,SUNDHA PLASTICS,"10"" CLASSIFOAM-1200",2,1440
7/17/2017,3303,SUNDHA PLASTICS,"9""CLASSIFOAM(1500)",2,2250
7/17/2017,3304,KPR,VISHNU 250ML,300,30
7/17/2017,3304,KPR,BLACK DOG-350ML,200,26
7/17/2017,3304,KPR,APPLE 300ML,100,28.5
7/17/2017,3304,KPR,VISHNU 300ML,100,28.5
7/17/2017,3304,KPR,APPLE WATER,100,22
7/17/2017,3305,ATS,VISHNU 250ML,200,30.5
7/17/2017,3306,BARGAVI PROVISONS,TIRUMALA 16*20 M.W,25,103
7/17/2017,3306,BARGAVI PROVISONS,TIRUMALA M.W 13*16,50,103
7/17/2017,3306,BARGAVI PROVISONS,SILV-CONT-750ML(100,1,2500
7/17/2017,3307,KPR,10*12 SARAS-NAT,1500,8.3
7/17/2017,3307,KPR,10*12 SARAS-NAT,100,8.3
7/17/2017,3307,KPR,13*16 BK(100)KRISHN,200,16
7/17/2017,3307,KPR,10*12 KRISHNA-BK(10,450,8
7/17/2017,3307,KPR,10*10 RADHA KRISHNA,25,100
7/17/2017,3308,K.R.PLASTICS,SMARTBOUL-CLAS(40),2,1760
7/17/2017,3308,K.R.PLASTICS,VISHNU ICE,100,17
7/17/2017,3308,K.R.PLASTICS,APPLE WATER,100,22
7/17/2017,3308,K.R.PLASTICS,TIRUMALA LEAF(9),10,360
7/17/2017,3309,NAGESWARAO,10*10 SIVA SHEET,10,140
7/17/2017,3309,NAGESWARAO,4*5 ANKITA,10,17
7/17/2017,3309,NAGESWARAO,CYCLE 10*12 BK KG,5,85
7/17/2017,3309,NAGESWARAO,CYCLE 13*16 BK KG,6,85
7/17/2017,3309,NAGESWARAO,TIRUMALA-50(16*20),10,26.5
7/17/2017,3310,MADHU CHEJARLA,100LEAF -SP,1,610
7/17/2017,3310,MADHU CHEJARLA,13*16 BLACK RK,50,17
7/17/2017,3310,MADHU CHEJARLA,TIRUMALA-50(16*20),120,26.5
7/17/2017,3310,MADHU CHEJARLA,PRINTING COVER 100G,1,170
7/17/2017,3310,MADHU CHEJARLA,NO-0,2,150
7/17/2017,3310,MADHU CHEJARLA,NO-00,2,150
7/17/2017,3310,MADHU CHEJARLA,NO-1,2,150
7/17/2017,3310,MADHU CHEJARLA,NO-2,2,150
7/17/2017,3311,SYAMALAMMA.P-GDR,APPLE 300ML,100,29
7/17/2017,3311,SYAMALAMMA.P-GDR,DONA-VAI-9100,1,1730
7/17/2017,3312,K.SRIHARI,BLACK DOG-350ML,200,26
7/17/2017,3313,SRINU,VISHNU 250ML,200,30
7/17/2017,3313,SRINU,GARUDA 10*12 BLUE,1000,7
7/17/2017,3314,TP13,APPLE 300ML,200,28.5
7/17/2017,3315,GV,TIRUMALA 16*20 M.W,10,110
7/17/2017,3315,GV,20*26 MW KESHAV,10,110
7/17/2017,3315,GV,SILVER POUCH 6*8,30,38
7/17/2017,3316,MSR,TIFFIN PLATENO-10,50,18
7/17/2017,3316,MSR,"TIFFIN PLATES-9""",100,16
7/17/2017,3317,TP13,VISHNU 350ML,100,29
7/17/2017,3319,DSP-SEKHAR,5*6 ANKIT(20MIC),210,21
7/17/2017,3320,CHAITANYA PROVISION,CYCLE-BLU-13*16,250,12.5
7/17/2017,3320,CHAITANYA PROVISION,APPLE WATER,100,22
7/17/2017,3320,CHAITANYA PROVISION,13*16 WHITE RK,500,16
7/17/2017,3321,SVP-BUCHHI,10*12 KRISHNA-BK(10,450,8
7/17/2017,3321,SVP-BUCHHI,VISHNU 250ML,200,30.5
7/17/2017,3321,SVP-BUCHHI,VISHNU 350ML,100,29
7/17/2017,3322,JANANI PLASTICS-VGI,APPLE WATER,100,22
7/17/2017,3322,JANANI PLASTICS-VGI,LARGE FANCY IC,130,18
7/17/2017,3322,JANANI PLASTICS-VGI,GOLD LEAF SITTING,4,700
7/17/2017,3322,JANANI PLASTICS-VGI,5*6 ESWAR 250GRAMS,10,150
7/17/2017,3322,JANANI PLASTICS-VGI,CYCLE-BLU-10*12,360,7
7/17/2017,3322,JANANI PLASTICS-VGI,CYCLE-BLU-10*12,40,7
7/17/2017,3323,K.SRIHARI,13*16 WHITE RK,500,16
7/17/2017,3323,K.SRIHARI,13*16 BLACK RK,500,16.5
7/17/2017,3324,SVSGS,13*16 BK KRISHNA,250,13.8
7/17/2017,3324,SVSGS,10*12 BK KRISHNA,200,7.5
7/17/2017,3324,SVSGS,GARUDA 10*12 BK,200,7.5
7/17/2017,3325,LNGS,BLACK DOG-350ML,100,26
7/17/2017,3325,LNGS,14 GREEN,5000,1.62
7/17/2017,3376,TVS,VISHNU 300ML,100,29
7/17/2017,3640,TP13,CLASSIC ENJOY(750),1,1320
7/17/2017,3640,TP13,PAPER TEA 80ML LONG,20,33
7/17/2017,3640,TP13,APPLE 300ML,100,28.5
7/17/2017,3640,TP13,APPLE WINE,110,23
7/17/2017,3640,TP13,90ML RANGEELA,140,15
7/17/2017,3640,TP13,TIRUMALA LEAF(9),10,350
7/17/2017,3640,TP13,100LEAF -SP,6,580
7/17/2017,3640,TP13,DURGA 10*12 BLUE,1600,5.5
7/17/2017,3640,TP13,10*10 NILKAMAL,25,95
7/17/2017,3640,TP13,10*10 TEJA,25,120
7/17/2017,3640,TP13,NO-2,25,142
7/17/2017,3640,TP13,TIRML-BL-KG-16*20,25,115
7/17/2017,3640,TP13,LD 6*7.5(HALF LITRE,25,163
7/17/2017,3640,TP13,RUBBER,5,280
7/17/2017,3640,TP13,ROBO 10*12,400,4.6
7/17/2017,3640,TP13,10*10 SIVA SHEET,25,138
7/17/2017,3640,TP13,PREMIUM 13*16 BLUE,50,11
7/17/2017,3640,TP13,TIRUMALA 16*20 M.W,15,105
7/17/2017,4060,KOVUR AYANA,CLASSIC 250ML,100,24.5
7/17/2017,4061,BSM-MTKR,TIRUMALA-50B(10*12),150,8
7/17/2017,4061,BSM-MTKR,4*5 MEET,20,16
7/17/2017,4061,BSM-MTKR,5*6 POLY,10,21
7/17/2017,4061,BSM-MTKR,10*10 TIGER,5,136
7/17/2017,4061,BSM-MTKR,PAPER TEA-65ML(100),130,29
7/17/2017,4061,BSM-MTKR,NO-1,2,150
7/17/2017,4061,BSM-MTKR,NO-2,2,150
7/17/2017,4061,BSM-MTKR,N0-5,2,150
7/17/2017,4061,BSM-MTKR,14 GREEN,400,1.65
7/17/2017,4061,BSM-MTKR,APPLE 300ML,30,29
7/17/2017,4062,GANESHMESS,WATER GLASS,50,30
7/17/2017,4062,GANESHMESS,"14""7PLY PLATES",5,360
7/17/2017,4062,GANESHMESS,SOFT NAPKEENS,4,25
7/17/2017,4062,GANESHMESS,ROLLS,3,20
7/17/2017,4062,GANESHMESS,HAND GLOVES 100PCS-,2,50
7/17/2017,4062,GANESHMESS,DONA -LOOSE,4,30
7/17/2017,4062,GANESHMESS,BASKIN WHITE,4,40
7/17/2017,4062,GANESHMESS,SILVER FOIL ROLL,1,200
7/17/2017,4062,GANESHMESS,PAPER JUICE 210M/C,6,45
7/18/2017,3326,SURYA BAR,VISHNU 250ML,100,30
7/18/2017,3327,VENUGOPAL-INAMADUGU,10*12 RK,100,8.5
7/18/2017,3327,VENUGOPAL-INAMADUGU,TIRUMALA LEAF(9),1,360
7/18/2017,3328,BTR,APPLE WATER,100,22
7/18/2017,3328,BTR,BLACK DOG-350ML,20,26
7/18/2017,3328,BTR,13*16 WHITE RK,250,16
7/18/2017,3328,BTR,CYCLE-BLU-10*12,360,7
7/18/2017,3328,BTR,CYCLE-BLU-10*12,40,7
7/18/2017,3329,BSR,GOLD LEAF SITTING,4,680
7/18/2017,3329,BSR,LITE FOAM(1200),1,1680
7/18/2017,3329,BSR,VISHNU ICE,100,17.5
7/18/2017,3329,BSR,SILV-CONT-250ML(200,1,2500
7/18/2017,3330,TVR,SILVER POUCH 9*12,20,92
7/18/2017,3331,BRHAMADEVI SUDHEER,10*10 SHEET,25,138
7/18/2017,3331,BRHAMADEVI SUDHEER,SILVER POUCH 8*10,30,78
7/18/2017,3331,BRHAMADEVI SUDHEER,GARUDA 10*12 BLUE,1000,7.5
7/18/2017,3331,BRHAMADEVI SUDHEER,ROBO 10*12,100,5
7/18/2017,3331,BRHAMADEVI SUDHEER,CYCLE 10*12 BK KG,25,82
7/18/2017,3331,BRHAMADEVI SUDHEER,FORK BIG,30,24
7/18/2017,3331,BRHAMADEVI SUDHEER,BIG M.W SPOON,100,16
7/18/2017,3332,RAMAKRISHNA GENERAL,CLASSIC 300ML,200,25
7/18/2017,3333,SHAIK SIFULLA,TIRUMALA-50(16*20),120,26.5
7/18/2017,3333,SHAIK SIFULLA,GARUDA 10*12 BLUE,200,7.5
7/18/2017,3333,SHAIK SIFULLA,20*26 COVER,20,58
7/18/2017,3333,SHAIK SIFULLA,24*30 COVER,20,80
7/18/2017,3333,SHAIK SIFULLA,5*6 TRISUL,50,20
7/18/2017,3333,SHAIK SIFULLA,4*5 TRISUL,50,15
7/18/2017,3333,SHAIK SIFULLA,10*10 TEJA,10,125
7/18/2017,3333,SHAIK SIFULLA,SILVER PLATE 6,100,4
7/18/2017,3333,SHAIK SIFULLA,VISHNU 250ML,100,31
7/18/2017,3333,SHAIK SIFULLA,BLACK DOG-350ML,100,26
7/18/2017,3334,KALLASUDHAKAR,VISHNU 300ML,100,29
7/18/2017,3334,KALLASUDHAKAR,BLACK DOG-350ML,100,26
7/18/2017,3335,BRHAMADEVI SUDHEER,TIRUMALA LEAF(9),4,380
7/18/2017,3336,KRISHNAPATNAM PORT,SILVER POUCH 6*8,153,180
7/18/2017,3336,KRISHNAPATNAM PORT,SILVER POUCH 5*7,111,180
7/18/2017,3336,KRISHNAPATNAM PORT,CYCLE 13*16 BK KG,600,82
7/18/2017,3336,KRISHNAPATNAM PORT,HAND GLOVES 100PCS-,150,50
7/18/2017,3336,KRISHNAPATNAM PORT,FACE MASK,100,130
7/18/2017,3336,KRISHNAPATNAM PORT,STRECH FILM-100MTRS,10,100
7/18/2017,3336,KRISHNAPATNAM PORT,VAT AMOUNT,1,21279
7/18/2017,3337,S.RAMMOHAN-NELLORE,NIFTY 10*12 PINK,360,5.7
7/18/2017,3338,KVK,SILVER-10 HEAVY,200,16.5
7/18/2017,3339,RAVIKANTH GDR,SMARTBOUL GLA(4000),3,1600
7/18/2017,3339,RAVIKANTH GDR,DONA-VAI-9100,5,1730
7/18/2017,3340,JAYLAKSHMIFANCY,PP 3*3,3,148
7/18/2017,3340,JAYLAKSHMIFANCY,PP 5*5,5,140
7/18/2017,3340,JAYLAKSHMIFANCY,PP 5*6,5,140
7/18/2017,3340,JAYLAKSHMIFANCY,PP 7*8,5,140
7/18/2017,3340,JAYLAKSHMIFANCY,PP 4*4,5,145
7/18/2017,3340,JAYLAKSHMIFANCY,100LEAF -SP,1,610
7/18/2017,3340,JAYLAKSHMIFANCY,10*15 STAR-DCUT,5,90
7/18/2017,3340,JAYLAKSHMIFANCY,CYCLE-BLU-10*12,720,7
7/18/2017,3340,JAYLAKSHMIFANCY,CYCLE-BLU-10*12,80,7
7/18/2017,3340,JAYLAKSHMIFANCY,TIRUMALA-50(13*16),200,14.3
7/18/2017,3340,JAYLAKSHMIFANCY,TIRUMALA-50(16*20),120,26.5
7/18/2017,3340,JAYLAKSHMIFANCY,VISHNU 250ML,80,30
7/18/2017,3340,JAYLAKSHMIFANCY,VISHNU ICE,10,18
7/18/2017,3340,JAYLAKSHMIFANCY,LARGE FANCY IC,15,18
7/18/2017,3340,JAYLAKSHMIFANCY,TIFFIN PLATENO-10,30,18
7/18/2017,3340,JAYLAKSHMIFANCY,TIFFIN PLATENO-11,30,21
7/18/2017,3340,JAYLAKSHMIFANCY,14 GREEN,1000,1.6
7/18/2017,3340,JAYLAKSHMIFANCY,DHARAM BOX-METRO,20,38
7/18/2017,3341,AJANTHA HOTEL,APPLE HEXA GLASS,100,35
7/18/2017,3341,AJANTHA HOTEL,SILVER POUCH 9*12,50,100
7/18/2017,3341,AJANTHA HOTEL,SOFT NAPKEENS,200,19
7/18/2017,3341,AJANTHA HOTEL,GOLD LEAF SITTING,4,730
7/18/2017,3341,AJANTHA HOTEL,SILVER FOIL ROLL,5,190
7/18/2017,3341,AJANTHA HOTEL,HAND GLOVE 25PCS,100,12
7/18/2017,3341,AJANTHA HOTEL,CHEF CAP,10,90
7/18/2017,3342,KPR,GARUDA 10*12 BLUE,1000,6.5
7/18/2017,3342,KPR,TAMBULAM 7*10,60,100
7/18/2017,3342,KPR,ROBO 10*12,1600,4.3
7/18/2017,3342,KPR,CYCLE-BLU-10*12,400,6
7/18/2017,3342,KPR,10*10 TEJA,50,120
7/18/2017,3342,KPR,10*10 TEJA,2,120
7/18/2017,3343,K.SRIHARI,SILVER POUCH 9*12,50,92
7/18/2017,3343,K.SRIHARI,DHARAM-6PCS,2,180
7/18/2017,3343,K.SRIHARI,DHARAM-6PCS,5,16
7/18/2017,3343,K.SRIHARI,TIRML-BL-KG-17*23,25,125
7/18/2017,3344,YUVARAJ PLASTICS-AN,14 GREEN,2000,1.62
7/18/2017,3344,YUVARAJ PLASTICS-AN,VISHNU 300ML,200,29
7/18/2017,3344,YUVARAJ PLASTICS-AN,APPLE WATER,100,22
7/18/2017,3346,TEACHER,PRINTING PP 1KG,5,165
7/18/2017,3346,TEACHER,PRINTING PP 500GRAM,5,165
7/18/2017,3346,TEACHER,PRINTING COVER 100G,5,165
7/18/2017,3346,TEACHER,PRINTING PP 250GRAM,5,165
7/18/2017,3346,TEACHER,PRINTING COVER-50GR,5,165
7/18/2017,3346,TEACHER,PP 6*8,25,140
7/18/2017,3346,TEACHER,CYCLE-BLU-13*16,750,11.8
7/18/2017,3346,TEACHER,FANCY IC,100,19
7/18/2017,3346,TEACHER,VISHNU 300ML,100,28.5
7/18/2017,3347,CH.MALLIKARJUNA,DURGA 10*12 BLUE,1600,5.3
7/18/2017,3347,CH.MALLIKARJUNA,DURGA 13*16 BLUE,800,10.3
7/18/2017,3348,AVS-NPT,14 GREEN,2000,1.62
7/18/2017,3348,AVS-NPT,KESAW M.W 10*12,25,105
7/18/2017,3348,AVS-NPT,13*16 KESHAV M.W,25,105
7/18/2017,3348,AVS-NPT,KESAW M.W 16*20,25,105
7/18/2017,3348,AVS-NPT,NO-0,5,150
7/18/2017,3349,G.RAMANIAH,100LEAF -SP,6,610
7/18/2017,3350,K.SRIHARI,10*15 STAR-DCUT,25,94
7/18/2017,3350,K.SRIHARI,12*18 STAR-CUT,25,94
7/18/2017,3350,K.SRIHARI,LARGE FANCY IC,130,18
7/18/2017,3351,KHAN AND KHAN PLAST,APPLE WINE,220,23.5
7/19/2017,3352,SUNDHA PLASTICS,VISHNU CHOTA WINE,300,25
7/19/2017,3353,KPR,VISHNU 250ML,300,30
7/19/2017,3353,KPR,CLASSIC 250ML,200,24
7/19/2017,3354,SVP-BUCHHI,VISHNU 250ML,200,30.5
7/19/2017,3354,SVP-BUCHHI,DONA-VAI-9100,1,1730
7/19/2017,3354,SVP-BUCHHI,SMARTBOUL-CLAS(40),1,1840
7/19/2017,3354,SVP-BUCHHI,VISHNU 300ML,200,28.5
7/19/2017,3355,MSR-MTKR,THEROCOL PLATES LOO,300,1.4
7/19/2017,3355,MSR-MTKR,14 GREEN,1000,1.65
7/19/2017,3355,MSR-MTKR,VISHNU 250ML,10,30
7/19/2017,3355,MSR-MTKR,PAPER TEA-65ML,30,16
7/19/2017,3355,MSR-MTKR,GARUDA 10*12 BLUE,100,7.3
7/19/2017,3355,MSR-MTKR,TIRUMALA-50(13*16),100,14.5
7/19/2017,3355,MSR-MTKR,TIRUMALA-50(16*20),30,26.5
7/19/2017,3355,MSR-MTKR,TIFFIN PLATENO-11,10,21
7/19/2017,3355,MSR-MTKR,GOLD LEAF SITTING,1,700
7/19/2017,3356,LAVANYA FANCY,PAPER TEA-65ML(100),240,30
7/19/2017,3356,LAVANYA FANCY,CYCLE-BLU-10*12,360,7
7/19/2017,3356,LAVANYA FANCY,CYCLE-BLU-10*12,40,7
7/19/2017,3356,LAVANYA FANCY,CYCLE-BLU-13*16,250,12.5
7/19/2017,3357,B.V.SUBRHAMANHYAM-A,VISHNU 300ML,100,28.5
7/19/2017,3357,B.V.SUBRHAMANHYAM-A,13*16 BK(100)KRISHN,100,16
7/19/2017,3357,B.V.SUBRHAMANHYAM-A,10*12 KRISHNA-BK(10,100,8
7/19/2017,3357,B.V.SUBRHAMANHYAM-A,10*10 TEJA,10,125
7/19/2017,3357,B.V.SUBRHAMANHYAM-A,14 GREEN,1000,1.62
7/19/2017,3357,B.V.SUBRHAMANHYAM-A,BIG M.W SPOON,20,16
7/19/2017,3357,B.V.SUBRHAMANHYAM-A,80 LEAF,1,330
7/19/2017,3357,B.V.SUBRHAMANHYAM-A,DHARAM-JAGADEESH,20,26
7/19/2017,3357,B.V.SUBRHAMANHYAM-A,5*6 ANKIT(20MIC),70,21
7/19/2017,3358,CHENGAREDDY-MTKR,NIFTY 10*12 PINK,50,7
7/19/2017,3358,CHENGAREDDY-MTKR,5*6 POLY,20,21
7/19/2017,3358,CHENGAREDDY-MTKR,CYCLE 10*12 BK KG,25,82
7/19/2017,3359,CHENCHU LAKSHMI FAN,10*12 KRISHNA-BK(10,100,8.8
7/19/2017,3359,CHENCHU LAKSHMI FAN,10*12 RK,100,8.8
7/19/2017,3359,CHENCHU LAKSHMI FAN,13*16 BLACK RK,100,17
7/19/2017,3359,CHENCHU LAKSHMI FAN,PP 4*4,5,145
7/19/2017,3359,CHENCHU LAKSHMI FAN,5*6 TRISUL,30,20
7/19/2017,3360,A.VENKATESWARLU-VB ,VISHNU 300ML,85,28.5
7/19/2017,3360,A.VENKATESWARLU-VB ,PAPER TEA,20,20
7/19/2017,3361,VENKATASETTY-PDKR,BLACK DOG-350ML,100,26
7/19/2017,3362,SEKHAR MARKET,APPLE WATER,1000,22
7/19/2017,3362,SEKHAR MARKET,CLASSIC 250ML,300,24
7/19/2017,3362,SEKHAR MARKET,LITE FOAM(1200),9,1620
7/19/2017,3362,SEKHAR MARKET,APPLE WINE,220,24
7/19/2017,3362,SEKHAR MARKET,FANCY IC,100,18
7/19/2017,3363,K.SRIHARI,CYCLE-BK-13*16,750,12.5
7/19/2017,3363,K.SRIHARI,CYCLE-BK-13*16,30,12.5
7/19/2017,3364,SVP-BUCHHI,ROBO 10*12,1600,4.5
7/19/2017,3364,SVP-BUCHHI,ROBO 10*12,80,4.5
7/19/2017,3364,SVP-BUCHHI,10*10 TEJA,50,120
7/19/2017,3364,SVP-BUCHHI,10*10 TEJA,2,120
7/19/2017,3365,MR,VISHNU 300ML,100,29
7/19/2017,3366,TVS,VISHNU 300ML,200,29
7/19/2017,3366,TVS,BLACK DOG-350ML,100,26
7/19/2017,3367,DSP-SEKHAR,ROBO 10*12,1600,4.7
7/19/2017,3367,DSP-SEKHAR,BULLET 10*12,1600,4.2
7/19/2017,3367,DSP-SEKHAR,NIFTY 10*12 PINK,720,5.7
7/19/2017,3367,DSP-SEKHAR,5*6 POLY,210,18
7/19/2017,3367,DSP-SEKHAR,90ML RANGEELA,280,15.5
7/19/2017,3368,RAMAKRISHNA GENERAL,10*10 TEJA,50,120
7/19/2017,3368,RAMAKRISHNA GENERAL,BLACK DOG-350ML,100,26
7/19/2017,3368,RAMAKRISHNA GENERAL,SOFT NAPKEENS,100,18.5
7/19/2017,3369,RVRR,10*10 TEJA,25,125
7/19/2017,3369,RVRR,VISHNU 300ML,100,28.5
7/19/2017,3369,RVRR,NO-1,5,145
7/19/2017,3369,RVRR,VISHNU 250ML,100,30
7/19/2017,3370,A1 PLASTICS-SPT,CYCLE-BK-10*12,360,7
7/19/2017,3370,A1 PLASTICS-SPT,CYCLE-BK-10*12,40,7
7/19/2017,3370,A1 PLASTICS-SPT,CYCLE-BLU-10*12,360,7
7/19/2017,3370,A1 PLASTICS-SPT,CYCLE-BLU-10*12,40,7
7/19/2017,3370,A1 PLASTICS-SPT,CYCLE-BLU-13*16,250,12
7/19/2017,3370,A1 PLASTICS-SPT,SMARTBOUL GLA(4000),1,1760
7/19/2017,3370,A1 PLASTICS-SPT,BLACK DOG-350ML,100,26
7/19/2017,3371,GVS,VISHNU 250ML,200,30.5
7/19/2017,3371,GVS,10*10 TEJA,25,125
7/19/2017,3371,GVS,CYCLE-BK-10*12,400,6.3
7/19/2017,3371,GVS,CYCLE-BK-13*16,250,12
7/19/2017,3371,GVS,TIRUMALA-50(16*20),30,26
7/19/2017,3371,GVS,NO-000,10,150
7/19/2017,3371,GVS,NO-1,5,145
7/19/2017,3371,GVS,NO-00,5,145
7/19/2017,3371,GVS,NO-2,5,145
7/19/2017,3372,J.RATHAYYA-DAKKILI,90ML RANGEELA,140,15.5
7/19/2017,3372,J.RATHAYYA-DAKKILI,14 GREEN,600,1.65
7/19/2017,3373,JANANI PLASTICS-VGI,VISHNU 250ML,100,30.5
7/19/2017,3373,JANANI PLASTICS-VGI,PAPER TEA 80ML LONG,120,33
7/19/2017,3373,JANANI PLASTICS-VGI,12*18 STAR-CUT,35,92
7/19/2017,3373,JANANI PLASTICS-VGI,PAPER TEA 80ML LONG,160,24.5
7/19/2017,3374,BCM,TIRUMALA-50(16*20),120,26.5
7/19/2017,3374,BCM,PAPER TEA,160,20
7/19/2017,3375,VLP,FANCY IC,100,19
7/19/2017,3375,VLP,VISHNU CHOTA WINE,100,25
7/19/2017,3377,SATYAM.J,FANCY IC,100,19
